在职总月数,每月平均使用分钟数,平均未接语音呼叫数,是否流失
33,1647,80,1
18,119,2,0
12,303,14,1
18,1124,32,1
11,319,43,1
11,915,46,0
25,316,3,0
12,45,2,1
10,364,7,1
30,242,16,0
34,248,25,1
42,357,64,0
14,216,0,0
20,968,78,0
6,985,37,1
21,415,20,0
8,389,0,0
12,502,100,0
11,75,10,1
8,340,47,1
11,832,20,0
9,264,0,1
34,1391,51,0
15,439,1,1
11,1894,84,0
25,382,14,0
18,769,38,0
25,115,8,1
26,330,9,0
11,370,0,0
25,336,10,1
18,391,13,0
39,32,4,0
13,701,28,1
31,179,6,0
11,892,72,1
14,218,4,1
12,43,4,1
11,146,6,1
10,9,2,0
9,399,0,1
15,371,29,0
19,191,26,0
30,220,11,0
23,83,3,0
10,53,0,1
45,137,16,1
33,229,8,0
33,389,20,1
9,151,12,1
26,72,5,1
13,178,14,1
24,104,2,1
16,724,23,1
15,253,2,0
25,689,32,1
12,1311,56,1
20,165,8,0
19,682,17,1
34,873,34,1
33,262,14,1
21,37,1,1
13,89,8,0
8,1756,39,1
15,948,11,1
18,245,11,0
15,108,12,0
14,172,8,0
38,549,19,0
11,705,53,1
55,6,0,0
26,702,88,1
34,153,5,1
6,983,59,1
12,809,57,0
33,485,30,0
12,1896,62,0
20,264,10,1
8,82,2,0
35,393,46,0
19,1357,60,0
6,2207,133,0
23,528,46,0
8,422,7,1
24,263,9,0
7,335,9,0
16,376,4,1
13,549,0,1
12,179,4,1
8,99,6,0
32,1668,59,1
15,525,37,1
13,1153,38,0
31,198,7,1
20,198,9,1
11,586,0,1
8,69,6,1
7,444,29,1
28,377,14,1
9,245,6,0
28,239,5,0
33,243,5,1
16,350,1,1
31,275,24,0
28,846,22,1
15,224,7,0
18,41,3,1
32,55,6,0
22,467,27,0
11,248,25,1
19,4,1,1
17,139,6,0
22,685,68,1
33,907,22,0
29,-1,60,0
13,69,13,1
15,320,26,1
27,406,30,0
24,1149,64,1
57,210,8,1
28,114,7,1
17,292,8,1
8,1963,80,0
7,1994,209,1
12,1018,94,1
10,1,0,1
32,0,0,1
15,314,9,1
20,1888,53,0
27,1104,27,1
10,1293,27,1
14,755,22,0
20,348,30,1
24,38,5,0
15,439,0,1
31,634,16,0
22,1535,40,1
25,257,5,0
10,839,45,0
11,1318,66,1
11,229,5,1
20,244,8,0
20,428,17,0
34,493,57,0
14,211,0,0
17,294,43,1
35,1030,33,1
17,21,3,0
18,529,12,0
13,661,82,1
12,376,11,1
21,1947,90,1
10,969,91,1
31,380,10,1
23,1063,36,0
25,280,16,1
24,74,8,0
18,296,10,0
25,808,7,0
39,9,0,1
18,483,13,1
22,141,11,0
13,437,15,0
11,1168,35,1
21,253,23,0
19,571,12,1
17,0,0,1
10,1239,104,0
29,677,64,0
23,318,24,0
45,99,6,1
8,32,4,0
31,1496,72,0
21,229,10,1
12,413,0,1
11,706,49,1
15,349,17,0
7,209,9,1
8,181,5,0
6,343,20,0
19,159,11,0
13,575,10,1
12,344,41,0
17,209,42,0
39,30,3,1
12,563,44,1
11,285,11,0
12,1162,67,1
15,495,8,0
14,695,26,0
25,84,4,0
8,326,20,0
38,150,4,0
36,291,17,0
22,28,7,1
11,217,13,0
8,564,21,0
9,1346,159,1
26,128,17,0
23,841,69,1
29,392,29,0
18,213,20,1
8,1439,33,1
29,23,1,1
50,197,14,1
18,360,16,0
16,422,30,0
21,341,10,0
12,544,5,0
9,111,3,0
16,449,14,1
19,713,5,0
37,592,23,0
11,93,7,0
11,151,11,1
20,40,2,1
21,747,20,1
10,110,9,1
8,444,37,1
21,965,46,1
12,506,7,1
10,1149,36,1
49,1295,40,0
36,191,0,0
15,117,17,1
17,979,48,1
21,95,4,1
34,17,3,0
23,208,14,1
12,216,14,1
23,2063,55,1
6,1189,128,0
39,352,6,0
22,138,3,0
11,1953,208,0
14,340,14,1
16,1027,59,1
26,1483,41,0
12,1642,24,0
8,647,63,0
12,438,8,0
50,966,45,0
19,258,1,1
7,284,15,0
13,393,30,0
24,44,3,1
17,774,131,1
24,305,15,1
12,78,1,1
25,19,8,1
15,505,25,1
10,1256,65,1
11,292,13,1
8,137,0,0
32,463,15,1
11,21,0,0
18,36,0,1
22,100,3,1
13,247,9,0
19,1234,66,0
36,1053,37,0
25,336,15,0
41,0,0,1
22,668,24,1
23,691,37,0
16,1062,98,1
9,83,7,1
44,76,1,0
11,616,38,0
7,334,15,0
15,109,5,1
11,0,0,1
49,112,13,0
29,462,11,0
23,86,4,1
7,209,15,0
10,1088,68,1
17,2554,147,0
10,547,0,0
29,879,44,1
10,1810,58,1
11,132,4,0
35,315,27,1
7,919,16,0
11,491,36,1
32,48,1,1
11,151,21,1
7,29,1,1
11,424,27,0
25,1407,28,1
22,108,18,1
35,25,5,0
21,12,2,0
23,318,27,0
19,50,10,1
22,395,43,1
21,169,17,0
10,175,6,1
25,267,29,0
19,276,17,0
19,630,6,1
11,464,13,1
11,995,23,1
9,258,9,0
8,269,0,0
31,628,37,0
25,1384,106,0
33,18,0,0
12,351,11,0
7,700,14,1
14,830,0,0
18,87,5,1
28,372,33,0
15,37,1,1
25,354,12,0
30,626,32,1
19,273,10,1
21,339,13,0
25,329,19,0
24,227,34,0
27,462,16,1
25,190,15,0
14,1178,203,1
11,21,0,1
32,404,52,0
28,350,18,0
19,155,7,1
17,1009,67,1
37,5,0,1
12,47,0,1
12,378,29,0
14,82,5,0
27,227,7,1
41,48,4,0
44,1330,17,0
31,233,14,0
25,62,4,0
30,372,10,0
15,613,26,1
29,0,0,1
13,404,44,1
19,223,20,1
11,187,0,1
48,116,6,1
31,356,44,0
9,859,112,0
16,171,6,0
17,599,13,0
22,956,68,0
10,298,13,1
8,369,0,0
10,114,4,0
11,319,10,1
20,190,17,1
14,25,0,1
10,588,27,0
31,79,5,0
11,465,3,1
15,153,16,0
22,201,4,1
18,112,12,1
41,266,11,0
15,460,55,1
20,859,43,1
22,316,24,1
13,287,41,0
11,847,51,1
33,114,11,0
33,251,15,1
16,466,47,1
7,93,11,0
23,149,5,0
10,184,9,0
36,63,0,0
44,577,7,1
7,1208,41,0
29,488,20,1
23,46,2,1
10,200,8,0
17,98,4,0
14,258,19,0
7,1322,58,0
23,2460,90,1
14,160,4,1
22,551,41,0
17,693,63,1
16,304,19,1
21,131,4,0
19,243,32,1
29,442,21,0
28,78,4,0
12,1,0,1
22,274,11,0
7,295,32,0
16,398,27,1
27,56,2,1
7,1100,21,1
24,23,0,0
9,732,91,0
19,250,21,1
12,1009,26,1
36,746,17,0
11,504,0,1
12,0,0,1
6,93,3,0
17,129,20,0
36,285,1,0
10,491,21,0
13,106,4,1
13,344,18,1
35,612,27,1
23,274,16,0
31,320,0,0
6,1362,40,0
15,114,0,1
10,595,30,1
7,598,38,1
12,229,8,1
11,586,22,1
17,968,65,1
28,38,2,0
22,439,15,0
23,568,17,1
10,514,0,0
11,109,2,1
22,691,45,0
19,2751,171,1
14,110,5,1
12,942,51,0
14,368,28,0
28,0,0,1
11,191,59,1
55,41,0,0
20,100,15,0
17,299,9,0
12,191,1,1
13,595,11,0
21,2298,61,1
19,1141,48,0
12,209,16,0
22,2584,0,1
22,117,3,0
18,366,50,0
10,550,11,1
18,1310,46,1
13,828,42,0
15,213,4,1
12,156,11,0
8,69,3,1
21,377,10,0
17,281,8,0
48,91,3,0
26,592,30,0
11,464,15,1
13,15,0,0
15,842,75,1
11,430,22,1
14,398,0,0
10,541,16,0
27,205,28,1
11,104,4,1
14,193,6,1
28,102,8,0
32,250,21,1
33,222,11,0
13,275,0,1
18,423,16,0
23,238,32,0
27,619,21,0
12,410,14,1
35,884,43,0
9,307,9,0
22,40,0,0
28,219,16,0
12,567,37,1
12,476,0,0
10,977,33,1
12,1228,34,0
16,1273,79,1
34,552,28,0
20,436,73,0
34,0,0,1
19,116,12,0
31,198,3,0
12,112,4,0
20,997,68,1
17,905,57,1
35,1473,74,0
27,475,55,0
25,537,11,1
7,950,33,0
15,407,14,0
9,627,23,0
34,75,1,1
12,0,0,1
35,646,40,0
20,318,23,0
8,427,24,1
24,494,18,1
13,429,21,0
13,311,34,1
14,775,43,1
17,127,11,0
11,351,7,1
28,406,15,0
12,173,1,1
14,268,9,0
23,26,0,1
8,1850,53,0
37,41,0,1
38,10,0,1
11,1045,37,1
19,498,44,1
16,182,9,1
14,629,26,0
16,199,16,0
8,280,11,0
21,315,14,0
15,87,4,0
13,130,3,0
29,70,1,1
34,52,1,1
27,220,7,1
23,363,42,1
24,127,3,0
9,0,0,0
31,513,14,1
7,2009,73,1
51,835,103,0
16,185,0,1
11,530,35,1
22,258,18,1
20,194,15,1
11,504,13,1
17,927,42,1
9,496,53,0
16,883,69,1
20,757,20,1
15,37,0,1
30,185,8,1
19,272,4,0
11,784,29,1
22,358,55,0
22,166,28,1
7,589,47,0
11,82,4,1
37,594,9,0
14,146,9,1
37,85,3,1
20,379,13,1
14,395,27,1
14,0,0,1
21,1367,7,0
32,168,7,0
11,105,7,1
13,1542,114,1
12,0,0,1
7,959,38,0
33,41,6,1
27,16,0,1
7,201,17,0
9,49,0,1
12,477,27,1
16,441,55,0
9,643,27,1
11,1135,66,1
20,519,85,1
16,34,7,0
10,1112,82,0
35,277,9,1
14,412,38,1
31,2423,108,0
19,633,29,1
11,1174,137,1
7,376,12,0
17,1139,87,0
23,34,6,1
31,507,30,1
9,157,14,0
10,198,15,0
19,45,0,0
8,704,27,0
39,455,25,0
12,264,11,0
31,685,31,1
12,501,0,1
22,283,34,0
18,612,63,0
14,183,0,1
16,1257,88,1
17,214,5,0
11,330,6,1
21,24,2,1
12,1079,20,1
25,158,3,0
13,263,10,0
8,971,23,1
31,802,32,0
21,356,12,1
14,667,17,0
25,151,12,1
11,442,15,0
16,2994,265,0
11,154,0,1
19,1940,128,0
53,-1,0,0
14,294,0,0
12,381,12,1
12,76,1,1
32,571,18,1
12,1725,218,0
22,191,15,0
18,290,12,1
21,251,11,0
11,557,17,1
36,1717,196,0
14,740,13,0
18,153,4,1
14,601,27,0
16,134,3,1
10,180,28,0
15,119,36,1
20,1112,34,0
13,823,30,0
7,38,1,1
26,400,43,1
18,349,12,0
35,252,3,1
12,47,6,1
30,588,17,0
8,226,14,0
6,626,16,0
17,50,6,0
8,40,2,0
31,124,6,1
19,235,12,1
29,383,60,0
23,8,0,1
52,0,0,1
35,0,0,0
11,475,24,1
15,195,14,1
10,417,21,0
27,0,0,1
19,191,3,1
30,229,8,1
12,169,13,0
12,1019,79,0
33,104,4,0
12,597,21,1
9,1292,12,0
24,226,15,1
10,461,35,1
13,459,21,1
24,467,6,1
33,243,9,1
21,1182,6,1
31,88,9,1
6,151,0,0
14,609,30,1
20,588,72,0
19,642,114,0
9,1492,186,0
24,90,4,0
11,334,44,1
15,75,4,0
18,846,33,0
30,15,0,1
27,257,5,1
20,50,5,1
15,124,6,1
12,112,2,1
10,996,63,0
8,344,6,0
24,195,35,1
25,68,0,1
31,1377,118,0
34,338,23,0
40,10,0,1
12,434,0,1
12,422,33,1
15,129,7,1
12,62,1,1
48,1265,99,1
9,438,0,1
13,134,6,1
7,314,26,0
29,971,31,0
23,1216,50,0
12,21,4,1
11,130,4,1
16,171,12,1
10,2112,37,1
27,379,14,1
15,908,30,0
7,1277,26,1
24,11,0,0
11,44,0,1
32,440,78,0
21,680,45,0
19,503,38,0
11,28,3,1
34,15,0,0
9,1203,25,0
23,48,2,1
14,195,47,1
56,2583,70,0
11,975,38,0
31,92,2,1
17,78,4,1
9,583,93,1
22,879,39,0
7,1012,36,0
19,330,23,1
31,494,42,0
19,1206,38,0
21,68,4,0
9,492,22,1
35,871,32,1
22,171,12,0
31,1344,48,0
11,112,6,0
26,452,18,0
11,208,41,1
8,306,7,0
29,15,1,1
29,1059,26,0
16,220,7,0
24,34,3,1
12,1140,69,1
12,619,88,1
25,167,12,0
17,37,3,1
30,496,56,0
11,152,5,0
10,514,14,0
10,411,1,0
30,107,12,1
35,520,47,1
10,626,19,0
26,345,49,0
8,295,41,1
26,910,22,0
23,194,17,1
10,984,43,0
20,4,1,1
25,376,15,0
21,151,11,1
17,707,59,0
10,746,52,1
26,314,37,1
21,26,3,1
21,1722,37,0
21,4,0,0
11,186,24,1
22,120,5,1
25,664,10,1
14,232,15,1
20,799,37,0
17,99,4,0
11,809,125,0
47,421,3,0
17,80,0,0
24,179,5,1
18,107,9,0
17,55,3,1
6,377,20,1
11,237,0,1
32,13,0,1
34,230,8,0
16,405,31,1
18,276,18,0
9,521,34,0
11,238,19,1
19,101,2,1
11,532,9,1
30,845,20,0
13,227,13,1
30,54,6,0
32,328,19,1
36,122,18,0
17,846,0,0
13,1842,35,1
23,211,14,1
9,1776,49,0
7,391,50,1
11,197,25,0
13,622,40,0
30,325,8,1
17,150,25,0
34,136,14,0
11,373,2,1
18,351,41,1
11,95,29,1
22,52,2,0
26,6,1,1
19,171,6,0
19,1160,60,1
17,115,10,1
22,1772,40,0
10,1037,35,0
29,20,2,0
11,2364,185,1
11,123,3,1
23,248,6,0
35,1515,79,1
17,205,6,1
19,224,10,0
30,204,7,1
23,99,0,1
8,9,0,0
13,1116,72,1
11,270,42,1
23,1692,61,0
21,464,12,0
11,536,15,0
18,190,5,1
10,394,11,0
31,804,31,0
22,214,15,0
15,804,61,0
16,1089,49,0
11,14,0,1
18,353,48,0
38,863,40,0
35,489,14,1
13,824,10,1
11,960,44,0
11,123,22,1
28,1785,114,1
11,160,9,1
10,1285,120,0
27,280,8,0
6,24,0,0
10,222,50,0
8,2593,104,0
52,114,17,1
23,146,12,0
10,506,17,1
19,294,14,1
8,319,15,0
13,378,18,0
13,381,48,0
26,639,21,0
19,226,22,1
11,304,2,0
12,3809,169,0
12,434,10,1
10,117,9,0
11,254,13,0
13,596,0,0
52,1821,69,1
34,565,17,0
25,202,12,1
21,30,0,1
27,460,14,0
10,157,6,1
13,102,5,0
8,1365,27,0
30,1763,87,1
14,24,0,1
10,267,0,0
19,1013,60,1
11,16,1,1
7,543,5,0
14,124,5,1
11,460,19,0
12,1212,39,0
12,482,53,0
7,206,0,0
30,7,0,1
21,429,25,1
7,184,17,0
13,418,20,0
23,182,10,0
41,197,14,1
16,290,0,0
23,69,0,1
16,400,12,0
24,208,12,1
9,2914,117,1
18,770,38,0
19,667,34,1
19,591,21,0
28,22,7,1
6,958,24,0
44,462,7,0
16,58,7,0
14,723,48,1
18,375,10,0
15,791,36,0
10,353,10,0
21,161,4,1
19,589,26,1
14,391,17,1
30,569,22,1
14,176,12,1
19,491,13,0
24,3175,67,0
16,330,13,0
22,162,37,0
13,746,37,0
13,525,7,1
29,225,7,1
42,243,7,1
13,612,59,1
23,198,15,0
9,847,14,1
33,236,21,1
7,259,10,1
9,324,10,0
22,101,3,0
14,161,18,0
19,0,0,1
22,1505,115,1
15,844,32,1
13,194,2,1
31,377,11,0
11,973,37,0
11,432,52,1
28,73,4,0
18,233,27,1
12,135,4,0
37,343,19,0
26,2551,65,0
17,400,19,1
29,102,2,1
15,476,39,1
26,203,19,1
17,450,49,1
29,787,32,1
12,666,23,0
17,169,12,1
11,25,0,0
10,437,33,1
12,143,23,1
12,424,9,1
17,423,36,0
40,112,16,1
14,253,17,0
19,71,1,0
10,914,84,0
16,274,0,0
10,1101,77,0
15,16,1,0
10,438,16,0
8,170,6,0
9,589,93,0
13,844,16,0
11,85,3,1
25,249,34,1
20,1537,34,0
32,275,7,1
8,271,4,1
12,688,38,1
12,833,56,1
13,1059,27,0
13,358,16,0
11,54,3,1
19,129,10,1
14,5,0,0
35,223,8,1
23,310,37,1
27,1364,0,0
26,161,23,0
29,745,83,0
41,477,23,1
11,888,195,1
15,104,8,0
10,115,0,0
8,67,9,1
18,93,6,0
27,265,23,1
11,89,3,0
22,7,0,1
15,764,31,0
30,637,40,1
10,517,5,0
21,17,0,1
8,92,8,0
11,402,9,1
25,1539,35,0
20,768,51,1
6,1067,35,0
14,1420,62,0
12,350,22,1
12,190,0,1
16,665,72,0
17,750,39,0
20,32,5,0
26,665,45,1
7,473,24,0
18,24,10,1
33,49,0,1
18,1169,25,0
24,1477,137,0
20,509,9,1
20,192,3,0
29,437,29,1
21,1471,171,0
22,84,4,1
31,401,19,0
19,138,3,0
12,1168,38,1
8,611,70,0
18,1486,25,1
15,205,7,0
12,21,1,1
17,28,1,0
23,36,1,0
21,133,0,0
7,275,10,1
49,574,27,1
12,1599,59,0
17,311,25,1
29,88,4,0
29,484,0,0
19,391,20,0
22,298,58,1
6,936,64,0
7,865,38,1
21,517,8,1
7,255,0,0
40,355,21,1
19,374,22,1
19,223,14,1
13,240,27,0
7,81,4,0
13,403,16,1
7,214,7,1
33,1241,130,0
13,387,74,0
26,106,3,1
23,14,2,1
36,98,3,0
15,171,0,0
17,297,7,0
21,394,26,1
22,503,30,0
12,7,0,1
24,778,37,0
10,793,110,0
23,2182,143,0
10,1382,37,1
10,204,19,0
18,344,19,0
11,135,9,1
14,824,36,1
11,1978,84,1
11,262,9,0
23,112,8,1
17,308,4,0
24,565,40,1
11,1110,70,1
17,992,36,0
12,814,16,1
6,862,14,0
28,920,48,1
38,121,8,1
8,36,6,0
10,105,7,0
12,183,18,0
18,867,38,0
23,680,21,0
12,506,24,1
6,347,31,0
34,169,1,1
25,11,1,0
15,235,16,1
24,393,11,0
22,600,29,1
34,1179,46,0
8,404,20,0
17,608,45,0
16,469,26,1
17,515,31,0
21,94,1,0
7,88,1,1
10,535,44,1
24,225,11,0
9,557,6,0
11,294,23,1
7,428,4,1
17,99,1,1
44,808,31,1
25,91,5,0
10,395,25,0
19,492,19,1
28,225,40,0
12,33,0,0
37,944,15,0
48,218,13,0
11,337,0,1
12,203,2,0
10,987,87,1
53,0,0,1
14,294,24,1
17,314,3,1
14,209,11,0
18,1455,140,1
9,216,0,0
25,-1,287,1
17,971,29,1
20,518,26,0
10,39,0,1
15,46,0,0
18,951,68,0
12,455,38,1
13,423,0,0
7,47,8,1
19,35,1,0
23,106,12,0
34,14,1,1
13,637,5,0
13,440,18,0
13,115,15,1
19,185,20,0
13,0,0,1
38,1423,42,0
23,566,17,0
19,600,35,0
11,222,21,1
16,128,9,0
21,694,61,0
10,372,15,0
10,1083,94,0
13,27,1,0
16,296,5,0
36,236,5,0
35,294,11,1
14,19,4,0
11,126,0,1
15,496,0,1
26,561,54,0
9,338,15,0
16,158,4,1
21,296,1,1
30,416,13,1
21,17,0,0
18,951,100,1
14,426,7,0
28,715,107,0
10,140,0,1
24,298,11,0
14,239,20,1
34,46,3,0
9,118,1,0
18,508,15,1
23,344,5,0
12,703,38,1
20,126,16,1
31,228,21,1
12,352,4,1
7,880,0,1
14,472,20,1
19,63,1,0
13,497,5,0
12,1812,138,0
12,452,46,0
19,339,0,1
43,111,4,1
10,9,1,0
14,214,8,1
13,1179,9,1
8,524,67,0
41,58,1,0
18,72,2,1
12,0,0,1
26,39,0,0
13,470,43,0
10,465,25,0
14,26,15,0
17,278,41,1
7,1484,80,0
9,243,69,0
9,450,6,0
7,469,8,0
25,88,3,0
19,318,18,0
13,276,1,1
11,840,144,0
13,776,26,1
44,146,5,0
28,1252,40,0
16,774,43,0
29,175,0,0
19,915,7,1
41,453,26,0
32,720,39,0
12,274,11,1
28,1205,65,0
15,912,24,1
27,1226,23,0
15,102,0,1
7,873,24,1
14,546,29,1
11,1702,32,1
10,86,8,1
7,110,10,1
13,1271,53,1
13,52,4,1
17,1269,19,0
26,116,29,1
16,498,0,1
11,336,25,1
8,12,0,0
6,401,34,0
9,594,12,0
8,1260,43,0
8,58,0,0
9,153,3,0
10,566,7,1
10,1461,86,0
20,37,0,0
30,450,25,0
13,455,25,1
13,337,0,1
8,707,40,0
23,149,4,1
7,105,16,0
10,375,24,1
21,148,9,0
19,108,29,1
10,297,6,0
25,230,8,1
11,24,0,0
7,436,37,1
7,1524,55,1
20,16,3,1
16,223,0,1
12,267,20,1
12,417,69,1
9,709,72,0
10,344,48,0
25,1375,74,1
16,258,7,0
31,536,24,1
13,563,0,1
36,81,9,1
9,535,37,0
36,5,0,0
11,835,54,1
21,30,0,1
14,276,15,1
21,582,40,0
16,423,15,1
23,18,0,1
12,655,1,0
11,151,8,0
27,1820,15,0
44,1493,97,1
14,685,27,1
14,0,0,1
35,2024,122,0
31,136,9,0
16,859,0,0
9,335,45,1
12,104,11,1
8,424,34,1
18,346,21,0
20,452,22,1
20,1119,27,1
14,394,35,1
20,431,24,1
16,107,9,1
10,833,41,0
29,524,51,1
11,589,39,0
28,901,41,1
21,182,8,1
11,80,0,1
12,871,36,0
18,264,19,0
12,54,13,1
21,188,21,0
8,1533,65,0
8,175,5,0
23,1119,57,1
23,68,3,0
20,294,4,1
11,289,43,1
45,14,6,0
16,216,13,0
34,1324,81,0
28,105,1,0
21,1108,63,0
30,241,16,0
39,263,14,0
21,2,0,0
7,414,31,0
23,469,10,1
26,349,26,1
9,447,22,0
8,68,4,0
14,514,17,0
35,398,28,0
29,213,10,0
35,1206,114,0
17,959,27,1
14,351,47,1
34,553,30,1
9,227,10,0
14,518,15,1
15,1081,64,1
10,438,26,0
25,429,14,0
22,17,2,0
10,534,27,1
13,632,28,1
14,23,1,1
11,309,11,1
25,318,11,0
7,1007,48,1
20,1170,40,1
17,1281,60,0
32,24,3,1
9,647,30,1
7,357,87,1
12,630,45,0
23,305,22,0
17,371,16,1
25,217,21,0
12,513,49,1
26,182,8,0
23,599,40,0
12,397,9,1
14,712,25,0
19,344,1,0
31,282,7,0
10,281,9,0
32,176,0,0
35,763,48,1
9,350,40,0
29,47,0,0
9,497,0,1
9,1309,32,1
29,649,63,0
29,1866,129,1
17,151,14,0
20,11,4,0
15,1813,35,1
20,69,4,0
22,135,7,1
20,83,0,0
8,1923,119,0
16,468,23,1
11,278,17,1
12,363,25,1
29,234,8,1
15,722,11,0
12,1458,103,1
11,237,30,1
9,416,21,0
33,106,1,1
14,174,11,1
28,138,12,1
10,230,3,0
25,55,8,0
14,467,35,1
11,726,21,1
16,202,11,0
20,128,1,1
16,352,0,1
18,251,9,1
19,53,3,1
9,698,81,0
23,564,21,0
7,642,70,1
21,1438,51,0
7,48,3,1
42,44,0,1
32,150,4,0
38,175,10,0
15,1054,33,0
18,111,1,1
21,520,21,1
7,723,103,0
25,246,11,1
7,1345,34,1
24,25,4,1
15,26,1,1
20,462,11,1
14,161,3,1
21,4,0,1
15,1416,33,0
9,284,32,0
28,271,20,1
19,91,3,0
20,353,18,1
7,352,14,1
29,673,59,1
27,222,18,1
11,1175,3,0
17,265,11,1
22,173,3,0
15,5,0,1
19,3,1,0
8,498,74,0
7,1067,77,1
9,366,10,1
12,458,10,0
22,425,29,1
7,31,1,0
10,175,9,0
11,618,55,1
18,140,7,1
11,1067,107,0
12,18,1,1
13,206,6,0
14,872,53,1
11,654,49,1
10,478,24,1
13,23,1,1
24,445,16,1
11,987,68,0
14,229,10,1
7,272,9,0
25,388,12,0
16,655,15,1
8,267,5,0
43,532,45,0
18,52,1,1
23,47,6,1
8,1600,29,1
20,374,26,1
7,294,7,1
28,44,2,1
7,88,4,0
23,219,15,0
19,35,1,1
11,215,3,1
9,123,2,0
22,19,2,1
18,499,17,1
12,335,0,1
23,797,61,1
18,23,0,0
21,152,5,1
17,123,24,0
27,8,0,0
18,1484,44,0
17,134,11,1
10,65,3,0
48,56,5,1
16,211,10,1
17,330,5,1
24,535,37,0
9,114,13,0
11,29,0,1
22,502,42,0
20,80,4,1
7,256,43,1
8,731,46,0
13,114,0,1
7,1095,29,0
18,23,3,0
13,261,21,0
10,162,6,1
10,220,15,0
10,581,20,0
24,202,3,0
25,125,6,1
15,268,35,1
19,266,10,0
9,702,21,0
44,159,5,1
13,412,30,1
19,286,20,0
38,565,5,1
8,2258,96,0
11,390,16,0
8,111,0,0
32,141,10,1
20,466,4,1
22,439,15,1
33,727,32,1
19,404,29,0
14,72,0,1
15,0,0,1
21,192,23,1
12,1076,17,0
22,362,6,1
11,26,0,0
14,303,11,0
7,2029,83,1
8,1069,22,1
7,357,26,0
12,446,26,0
17,1034,28,0
21,1113,22,0
11,501,54,1
15,1360,105,0
19,66,6,0
12,425,93,1
13,20,0,1
12,206,3,1
24,714,49,0
7,539,120,0
22,256,13,1
21,121,6,1
24,258,30,0
26,413,72,0
19,188,23,1
27,318,8,1
17,66,0,0
20,326,24,1
19,0,0,0
15,83,0,0
33,135,8,1
19,1618,73,0
19,45,2,0
18,375,22,1
28,457,5,0
40,401,7,0
21,251,10,1
24,1935,134,1
10,130,11,0
25,630,20,0
23,13,0,0
12,35,4,1
11,394,43,1
27,19,1,0
13,93,23,1
16,1100,49,1
16,189,15,0
12,293,0,0
13,45,1,0
19,150,5,0
26,739,68,0
10,118,2,1
6,801,34,1
12,473,36,1
19,347,57,0
14,1846,165,0
47,45,1,0
10,286,0,1
8,475,65,0
33,26,1,1
11,544,16,0
16,511,48,1
7,661,111,1
31,480,53,0
11,99,5,1
14,267,13,1
11,71,0,0
30,335,14,0
11,948,16,0
11,971,18,0
12,215,23,1
7,1412,10,0
18,88,5,0
15,0,0,0
31,28,0,1
37,708,29,0
13,98,7,0
8,285,0,0
10,706,77,1
19,222,4,0
33,-1,31,0
20,456,18,1
11,1128,84,0
17,239,11,1
31,621,30,1
28,747,15,1
6,384,18,0
19,739,0,1
31,268,15,1
16,914,34,0
24,34,4,1
26,1767,40,0
28,235,12,0
44,580,8,1
10,1066,84,0
8,565,48,0
24,245,37,1
11,284,7,0
25,20,0,1
19,145,10,1
14,372,11,0
17,165,15,1
28,37,4,0
14,503,17,0
7,217,7,0
33,516,10,0
23,0,1,0
34,526,42,0
10,314,4,0
11,662,0,0
11,149,7,1
9,229,11,0
10,248,8,1
15,421,5,1
20,14,1,0
21,102,11,0
17,627,14,1
11,501,0,0
12,529,22,1
16,0,0,0
10,869,54,1
26,139,1,0
30,18,4,1
15,260,31,1
11,463,25,1
57,13,4,0
15,859,67,0
11,244,17,0
7,231,32,0
9,1623,79,0
6,316,23,1
11,3193,292,0
6,564,47,1
31,881,29,1
22,140,13,1
11,1007,50,1
11,375,51,1
28,632,16,0
11,381,0,1
34,799,25,0
23,660,50,0
17,888,22,0
10,1613,181,0
15,1033,24,0
11,220,16,0
31,577,27,1
35,284,17,1
27,436,9,1
14,110,10,1
31,413,14,0
35,96,6,1
19,997,62,1
8,3328,81,1
19,256,11,0
27,879,36,0
16,502,27,1
47,868,36,0
9,388,61,0
21,942,69,1
24,1121,63,0
7,414,27,0
30,48,10,1
18,355,30,1
19,89,2,1
22,82,2,0
10,470,18,1
15,831,26,0
24,83,7,1
26,773,35,1
9,843,53,0
11,140,19,1
15,37,6,1
11,285,12,0
12,1949,101,0
30,125,11,1
24,748,19,1
19,117,8,1
10,1732,0,0
18,575,83,0
19,175,0,0
14,787,24,1
28,481,16,0
15,286,17,1
13,68,1,0
10,1945,109,0
55,1228,26,0
29,384,12,1
29,419,10,1
11,397,41,1
24,913,48,0
31,4,0,1
17,720,47,0
15,179,4,1
24,10,1,1
15,600,20,0
7,147,9,0
27,531,8,0
15,770,40,0
21,53,2,0
13,309,0,1
7,60,0,0
12,0,0,0
8,2140,105,1
24,194,23,1
24,781,19,0
16,688,55,1
7,0,0,1
13,739,153,0
7,738,19,0
34,178,8,1
11,578,0,0
36,20,1,1
25,379,13,0
8,1042,41,1
15,748,30,1
50,1203,33,0
9,530,46,0
13,1648,45,0
27,203,18,0
13,521,0,1
13,691,63,0
11,26,2,0
14,269,19,0
30,409,65,1
15,447,23,0
14,500,11,1
8,1057,70,1
24,1638,69,0
11,1588,51,0
50,559,11,1
20,2932,184,1
19,427,29,0
11,13,0,0
27,365,12,0
7,705,33,1
12,1337,154,1
10,245,37,0
7,1383,130,1
11,122,8,0
